RovbaseID,Funnetdato,Skadetype,Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Skadeårsak,Vurdering,Skadested,KommuneID,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Kommune,Fylkenummer,Fylke
K498775,09.08.2018,Sau,Spel,,15.07.2018,01.08.2018,Ja,Hunn,Åring,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7020989,630743,7022828,329973,7027404,1289575,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498648,06.08.2018,Sau,Spel,,06.08.2018,06.08.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026945,342020,7026945,342020,7031371,1301681,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K479959,05.09.2017,Sau,Spel,,02.09.2017,05.09.2017,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Dokumentert,Utmark,1-5034,7019430,647391,7019720,346404,7024088,1305976,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479824,27.08.2017,Sau,Norsk kvit sau,,15.08.2017,25.08.2017,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7025252,638928,7026308,338521,7030778,1298172,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479835,31.08.2017,Sau,Spel,,01.08.2017,30.08.2017,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7029355,337753,7029355,337753,7033836,1297442,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K471211,14.08.2016,Sau,Spel,,15.07.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025333,633161,7026928,332786,7031470,1292442,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479578,24.08.2017,Sau,Spel,,20.08.2017,22.08.2017,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023590,638084,7024732,337526,7029214,1297156,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479579,23.08.2017,Sau,Spel,,22.08.2017,22.08.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024502,637512,7025694,337041,7030182,1296684,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479582,22.08.2017,Sau,Spel,,01.07.2017,15.08.2017,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7026507,638003,7027644,337718,7032125,1297385,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K479658,27.08.2017,Sau,Spel,,25.08.2017,26.08.2017,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029794,637042,7031007,337068,7035497,1296777,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479659,27.08.2017,Sau,Spel,,21.08.2017,22.08.2017,Ja,Hunn,Ukjent,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024345,638495,7025445,338005,7029921,1297645,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K479661,27.08.2017,Sau,Norsk kvit sau,,24.08.2017,25.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029859,637873,7030994,337901,7035474,1297611,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K497600,27.06.2018,Sau,Spel,,26.06.2018,26.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028889,340760,7028889,340760,7033332,1300445,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497646,27.06.2018,Sau,Spel,,18.06.2018,24.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028352,338306,7028352,338306,7032826,1297983,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497260,18.06.2018,Sau,Spel,,12.06.2018,15.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026404,337385,7026404,337385,7030888,1297037,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497263,18.06.2018,Sau,Spel,,10.06.2018,14.06.2018,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7027634,337738,7027634,337738,7032114,1297405,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497366,20.06.2018,Sau,Spel,,12.06.2018,15.06.2018,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025322,636913,7026566,336521,7031061,1296175,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K496848,05.06.2018,Sau,Spel,,04.06.2018,04.06.2018,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026809,637552,7027987,337297,7032473,1296968,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K496858,06.06.2018,Sau,Spel,,02.06.2018,05.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7028043,337335,7028043,337335,7032529,1297007,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497001,12.06.2018,Sau,Spel,,12.06.2018,12.06.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7030197,335978,7030197,335978,7034701,1295677,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497072,13.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7032003,335861,7032003,335861,7036509,1295582,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497115,13.06.2018,Sau,Spel,,10.06.2018,12.06.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7029732,336081,7029732,336081,7034234,1295774,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497116,13.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028361,636188,7029660,336084,7034162,1295776,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497169,15.06.2018,Sau,Spel,,12.06.2018,14.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027099,336244,7027099,336244,7031598,1295904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497170,15.06.2018,Sau,Spel,,12.06.2018,14.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027099,336244,7027099,336244,7031598,1295904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497173,15.06.2018,Sau,Spel,,12.06.2018,13.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025725,636482,7027008,336130,7031508,1295788,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497194,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028305,334838,7028305,334838,7032822,1294512,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497195,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028271,334795,7028271,334795,7032789,1294469,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497196,16.06.2018,Sau,Spel,,15.06.2018,16.06.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7028513,334794,7028513,334794,7033031,1294471,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497197,16.06.2018,Sau,Spel,,10.06.2018,13.06.2018,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7027974,337461,7027974,337461,7032458,1297132,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497978,08.07.2018,Sau,Spel,,24.06.2018,30.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7026285,636232,7027589,335933,7032092,1295599,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498025,10.07.2018,Sau,Spel,,09.07.2018,09.07.2018,Nei,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025448,331266,7025448,331266,7030009,1290902,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498026,10.07.2018,Sau,Spel,,09.07.2018,09.07.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025441,331268,7025441,331268,7030002,1290904,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498027,10.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025752,338430,7025752,338430,7030223,1298074,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498028,10.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025802,338431,7025802,338431,7030273,1298076,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498043,10.07.2018,Sau,Spel,,10.07.2018,10.07.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7026934,338284,7026934,338284,7031407,1297943,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498169,12.07.2018,Sau,Spel,,05.07.2018,09.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026464,339295,7026464,339295,7030924,1298948,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498170,12.07.2018,Sau,Spel,,02.07.2018,05.07.2018,Ja,Hunn,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7026537,338252,7026537,338252,7031010,1297906,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498198,17.07.2018,Sau,Spel,,14.07.2018,16.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7027911,337935,7027911,337935,7032389,1297606,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498199,17.07.2018,Sau,Spel,,01.07.2018,10.07.2018,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7028635,337188,7028635,337188,7033123,1296868,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K498200,17.07.2018,Sau,Spel,,01.07.2018,10.07.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7024062,636483,7025352,335975,7029853,1295613,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498206,10.07.2018,Sau,Spel,,01.07.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7026543,636390,7027831,336115,7032332,1295784,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498207,12.07.2018,Sau,Spel,,20.06.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7024442,632372,7026114,331918,7030667,1291563,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498208,12.07.2018,Sau,Spel,,01.07.2018,05.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7026182,636880,7027426,336569,7031920,1296233,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498209,13.07.2018,Sau,Spel,,09.07.2018,10.07.2018,Ja,Hunn,Åring,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7019586,633638,7021161,332724,7025701,1292308,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K498236,19.07.2018,Sau,Spel,,18.07.2018,18.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029972,637759,7031117,337799,7035598,1297510,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497652,28.06.2018,Sau,Spel,,24.06.2018,25.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028754,340813,7028754,340813,7033196,1300496,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497653,28.06.2018,Sau,Spel,,24.06.2018,25.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7028139,342355,7028139,342355,7032561,1302031,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497723,30.06.2018,Sau,Spel,,01.06.2018,12.06.2018,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7026042,638289,7027154,337959,7031632,1297620,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497730,01.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Ja,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029671,339200,7029671,339200,7034134,1298894,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497789,02.07.2018,Sau,Spel,,16.06.2018,27.06.2018,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7023718,337116,7023718,337116,7028204,1296734,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497790,02.07.2018,Sau,Spel,,16.06.2018,20.06.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7023677,337014,7023677,337014,7028164,1296631,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497796,02.07.2018,Sau,Spel,,16.06.2018,24.06.2018,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Usikker,Utmark,1-5034,7022951,638103,7024094,337485,7028576,1297107,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497797,02.07.2018,Sau,Spel,,16.06.2018,20.06.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7023984,337107,7023984,337107,7028470,1296728,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497798,02.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025179,338593,7025179,338593,7029647,1298230,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497799,02.07.2018,Sau,Spel,,30.06.2018,01.07.2018,Nei,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025012,338348,7025012,338348,7029483,1297983,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497814,03.07.2018,Sau,Spel,,01.07.2018,02.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7028099,335980,7028099,335980,7032602,1295652,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497815,03.07.2018,Sau,Spel,,03.07.2018,03.07.2018,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7031742,338319,7031742,338319,7036217,1298038,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497827,03.07.2018,Sau,Spel,,01.07.2018,02.07.2018,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031983,338053,7031983,338053,7036462,1297775,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511905,10.08.2020,Sau,Spel,,04.07.2020,07.07.2020,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7031255,637738,7032397,337898,7036877,1297625,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K511433,19.07.2020,Sau,Spel,,17.07.2020,18.07.2020,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7018071,335499,7018071,335499,7022575,1295045,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511439,24.07.2020,Sau,Spel,,23.07.2020,24.07.2020,Nei,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031339,337246,7031339,337246,7035827,1296960,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511440,25.07.2020,Sau,Spel,,24.07.2020,25.07.2020,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031244,338141,7031244,338141,7035721,1297854,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511441,25.07.2020,Sau,Spel,,24.07.2020,25.07.2020,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7031246,338407,7031246,338407,7035720,1298120,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K511497,25.07.2020,Sau,Spel,,25.07.2020,25.07.2020,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7029420,639420,7030212,339298,7034674,1298998,ED50-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K511566,28.07.2020,Sau,Spel,,25.07.2020,25.07.2020,Nei,Hunn,Åring,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7030735,339886,7030735,339886,7035190,1299593,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K512090,17.08.2020,Sau,Spel,,11.08.2020,13.08.2020,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7027242,340840,7027242,340840,7031683,1300504,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K512091,17.08.2020,Sau,Spel,,08.08.2020,13.08.2020,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7027205,340840,7027205,340840,7031646,1300503,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K512194,20.08.2020,Sau,Spel,,20.07.2020,10.08.2020,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7027981,638734,7029044,338583,7033514,1298269,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K512287,21.08.2020,Sau,Spel,,10.08.2020,18.08.2020,Ja,Hunn,Åring,1,Skadd og avlivet,Ukjent,Usikker,Utmark,1-5034,7027123,340956,7027123,340956,7031563,1300618,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K512176,19.08.2020,Sau,Annet,Svartfjes,15.07.2020,01.08.2020,Ja,Hann,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7047028,646872,7047247,348468,7051602,1308388,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K506333,21.10.2019,Sau,Annet,Svartfjes,24.06.2019,30.08.2019,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7044720,646990,7044938,348369,7049293,1308260,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504219,27.07.2019,Sau,,,18.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7045457,647313,7045641,348760,7049992,1308659,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504501,04.08.2019,Sau,Annet,Svartfjes,20.07.2019,28.07.2019,Ja,Hunn,Under 1 år,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048674,644031,7049151,345793,7053541,1305736,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504095,23.07.2019,Sau,Annet,Svartfjes,14.07.2019,16.07.2019,Ja,Hunn,Åring,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7045435,646943,7045654,348389,7050009,1308289,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504146,24.07.2019,Sau,Spel,,21.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056090,643722,7056564,346180,7060952,1306216,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504147,24.07.2019,Sau,Spel,,21.07.2019,23.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7056086,643752,7056557,346210,7060945,1306246,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504367,20.07.2019,Sau,,,01.07.2019,14.07.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7057949,640355,7058730,343002,7063160,1303064,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K473390,15.10.2016,Sau,Norsk kvit sau,,15.07.2016,15.09.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7028033,643254,7028472,342986,7032887,1302666,ED50-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
