RovbaseID,Funnetdato,Skadetype,Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Skadeårsak,Vurdering,Skadested,KommuneID,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Kommune,Fylkenummer,Fylke
K472757,01.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Dødt,Ulv,Antatt sikker,Innmark,1-5034,7026620,351961,7026620,351961,7030921,1311623,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472758,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026628,352031,7026628,352031,7030928,1311693,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472759,01.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026633,351982,7026633,351982,7030933,1311644,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472760,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026660,351980,7026660,351980,7030961,1311642,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472761,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026677,351996,7026677,351996,7030977,1311658,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472762,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026578,351984,7026578,351984,7030878,1311645,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472763,01.10.2016,Sau,Spel,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026577,351983,7026577,351983,7030877,1311644,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472864,03.10.2016,Sau,Norsk kvit sau,,01.10.2016,01.10.2016,Nei,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Innmark,1-5034,7026640,352045,7026640,352045,7030940,1311707,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K469951,09.07.2016,Sau,,,03.07.2016,06.07.2016,Ja,Hann,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024011,351208,7024011,351208,7028320,1310836,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N)
K469952,09.07.2016,Sau,Norsk kvit sau,,03.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023849,351144,7023849,351144,7028159,1310770,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N)
K469953,09.07.2016,Sau,Norsk kvit sau,,03.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024000,351200,7024000,351200,7028309,1310828,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N)
K469957,10.07.2016,Sau,Norsk kvit sau,,03.07.2016,06.07.2016,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7024100,351200,7024100,351200,7028409,1310829,WGS84-UTM Sone 33,Mindre god,Meråker (N),1-50,Trøndelag (N)
K470047,13.07.2016,Sau,Spel,,03.07.2016,08.07.2016,Ja,Hunn,Åring,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7022124,649989,7022160,349242,7026493,1308846,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K471016,14.07.2016,Sau,Spel,,01.07.2016,10.07.2016,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7023800,351100,7023800,351100,7028110,1310726,WGS84-UTM Sone 33,Mindre god,Meråker (N),1-50,Trøndelag (N)
K471017,27.07.2016,Sau,,,01.07.2016,20.07.2016,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7024300,649900,7024335,349357,7028667,1308988,WGS84-UTM Sone 32,Mindre god,Meråker (N),1-50,Trøndelag (N)
K470638,22.07.2016,Sau,Spel,,17.07.2016,19.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7027062,645437,7027502,345171,7031889,1304841,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504284,30.07.2019,Sau,Norsk kvit sau,,25.07.2019,26.07.2019,Nei,Hunn,Åring,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7054699,642768,7055268,345100,7059670,1305119,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K471210,12.08.2016,Sau,Norsk kvit sau,,11.08.2016,12.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7026366,641257,7027200,340944,7031639,1300608,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470920,05.08.2016,Sau,Norsk kvit sau,,03.08.2016,04.08.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7016875,639439,7017919,338247,7022388,1297793,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K479577,24.08.2017,Sau,Norsk kvit sau,,18.08.2017,19.08.2017,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7023904,638442,7025011,337911,7029488,1297546,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K478587,27.07.2017,Sau,Norsk kvit sau,,25.07.2017,26.07.2017,Ja,Hunn,Åring,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7022622,640609,7023532,339949,7027983,1299566,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K498532,31.07.2018,Sau,Norsk kvit sau,,31.07.2018,31.07.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7021885,330395,7021885,330395,7026455,1289986,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497830,03.07.2018,Sau,Annet,Villsau,18.06.2018,01.07.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7012133,334588,7012133,334588,7016645,1294059,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497858,03.07.2018,Sau,Norsk kvit sau,,18.06.2018,01.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7011991,334348,7011991,334348,7016506,1293817,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497895,04.07.2018,Sau,Annet,Villsau,23.06.2018,02.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7010144,636801,7011463,334992,7015970,1294454,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K497395,21.06.2018,Sau,Norsk kvit sau,,19.06.2018,19.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7039750,333482,7039750,333482,7044290,1293300,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K497507,22.06.2018,Sau,Norsk kvit sau,,19.06.2018,21.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7040436,335092,7040436,335092,7044956,1294919,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K470654,30.07.2016,Sau,Norsk kvit sau,,20.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029519,633808,7031035,333822,7035567,1293530,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K471031,02.08.2016,Sau,Norsk kvit sau,,01.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7030737,634262,7032206,334388,7036731,1294111,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K469817,07.07.2016,Sau,Spel,,04.07.2016,06.07.2016,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025425,644250,7025983,343836,7030386,1303486,WGS84-UTM Sone 32,Mindre god,Meråker (N),1-50,Trøndelag (N)
K469784,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025251,644503,7025786,344072,7030186,1303719,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K469785,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7024186,642906,7024875,342382,7029295,1302017,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K469786,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Åring,1,Skadd og ikke avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025363,644150,7025931,343731,7030335,1303380,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K477491,23.06.2017,Sau,Spel,,23.06.2017,23.06.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024292,643084,7024964,342570,7029382,1302206,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K498649,06.08.2018,Sau,Spel,,06.08.2018,06.08.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025801,342256,7025801,342256,7030224,1301902,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K499999,14.09.2018,Sau,Norsk kvit sau,,02.09.2018,04.09.2018,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7040437,338758,7040437,338758,7044911,1298587,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K480436,22.09.2017,Sau,Norsk kvit sau,,21.09.2017,21.09.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7037203,639358,7038167,340067,7042624,1299868,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K517674,12.08.2021,Sau,Norsk kvit sau,,06.08.2021,08.08.2021,Ja,Hann,Under 1 år,1,Dødt,Hund,Antatt sikker,Utmark,1-5034,7037026,338941,7037026,338941,7041496,1298727,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K517403,04.08.2021,Sau,Spel,,10.07.2021,20.07.2021,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7054847,646136,7055100,348467,7059459,1308486,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K516278,19.06.2021,Sau,Spel,,16.06.2021,18.06.2021,Nei,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Dokumentert,Utmark,1-5034,7052248,346298,7052248,346298,7056633,1306280,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K504439,02.08.2019,Sau,Spel,,30.07.2019,01.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7053711,647130,7053876,349350,7058223,1309354,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504811,11.08.2019,Sau,Spel,,01.08.2019,06.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7052851,647050,7053027,349190,7057376,1309183,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465647,09.09.2015,Sau,Spel,,09.09.2015,09.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053777,643936,7054241,346177,7058628,1306183,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465650,09.09.2015,Sau,Spel,,09.09.2015,09.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053806,643835,7054279,346079,7058668,1306086,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465671,12.09.2015,Sau,Spel,,12.09.2015,12.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7054653,645917,7054928,348231,7059289,1308248,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465907,11.09.2015,Sau,Spel,,11.09.2015,11.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053547,645769,7053840,347980,7058205,1307983,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505878,24.09.2019,Sau,Norsk kvit sau,,23.09.2019,24.09.2019,Ja,Hunn,Åring,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7048987,336211,7048987,336211,7053497,1296147,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K504625,01.08.2019,Sau,Norsk kvit sau,,29.07.2019,29.07.2019,Nei,Hunn,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7049651,359412,7049651,359412,7053869,1319367,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K505369,08.09.2019,Sau,Norsk kvit sau,,30.08.2019,03.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048580,641159,7049327,342925,7053753,1302868,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505506,10.09.2019,Sau,Norsk kvit sau,,01.09.2019,07.09.2019,Ja,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7049517,343276,7049517,343276,7053939,1303222,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K505507,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Dokumentert,Utmark,1-5034,7048715,642638,7049323,344410,7053730,1304354,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505508,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048471,642677,7049076,344426,7053483,1304367,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505509,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048228,641010,7048990,342744,7053418,1302683,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505511,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7049897,342688,7049897,342688,7054326,1302638,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K505189,31.08.2019,Sau,Norsk kvit sau,,29.08.2019,30.08.2019,Nei,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Dokumentert,Utmark,1-5034,7049110,640774,7049890,342591,7054321,1302541,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K511011,11.07.2020,Sau,Norsk kvit sau,,03.07.2020,09.07.2020,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7049205,342839,7049205,342839,7053632,1302781,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K512067,14.08.2020,Sau,Norsk kvit sau,,10.08.2020,13.08.2020,Ja,Hann,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7046346,338863,7046346,338863,7050822,1298767,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K471022,09.08.2016,Sau,Norsk kvit sau,,25.07.2016,02.08.2016,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7045451,641549,7046175,343020,7050598,1302924,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K479022,08.08.2017,Sau,Norsk kvit sau,,07.08.2017,08.08.2017,Nei,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7046366,642448,7047002,344001,7051413,1303916,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K504049,07.07.2019,Sau,Norsk kvit sau,,10.06.2019,30.06.2019,Ja,Hann,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7045382,639856,7046265,341328,7050709,1301232,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K504089,21.07.2019,Sau,Norsk kvit sau,,21.07.2019,21.07.2019,Nei,Hunn,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7048536,646451,7048787,348190,7053147,1308129,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N)
K503742,09.07.2019,Sau,Norsk kvit sau,,27.06.2019,28.06.2019,Ja,Hunn,Åring,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7049759,647882,7049871,349729,7054211,1309683,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K479953,01.09.2017,Sau,Norsk kvit sau,,15.08.2017,01.09.2017,Ja,Ukjent,Ukjent,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7047352,348569,7047352,348569,7051706,1308490,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K472273,03.09.2016,Sau,Norsk kvit sau,,10.08.2016,30.08.2016,Ja,Hunn,Voksen,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7053119,351341,7053119,351341,7057441,1311336,WGS84-UTM Sone 33,Mindre god,Meråker (N),1-50,Trøndelag (N)
K470916,06.08.2016,Sau,Norsk kvit sau,,04.08.2016,05.08.2016,Ja,Hunn,Voksen,1,Dødt,Ulykke,Dokumentert,Utmark,1-5034,7050182,648847,7050202,350729,7054530,1310688,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N)
K470918,06.08.2016,Sau,Norsk kvit sau,,02.08.2016,04.08.2016,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7051230,353013,7051230,353013,7055530,1312985,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N)
K465910,22.09.2015,Sau,Norsk kvit sau,,17.09.2015,17.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7050091,648293,7050163,350169,7054498,1310127,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465911,22.09.2015,Sau,Norsk kvit sau,,22.09.2015,22.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Antatt sikker,Utmark,1-5034,7049995,648230,7050073,350098,7054409,1310054,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K465654,11.09.2015,Sau,Norsk kvit sau,,11.09.2015,11.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052302,352526,7052302,352526,7056608,1312512,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K465655,10.09.2015,Sau,Spel,,10.09.2015,10.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052441,353051,7052441,353051,7056741,1313039,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K465670,10.09.2015,Sau,Norsk kvit sau,,10.09.2015,10.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052491,353095,7052491,353095,7056790,1313083,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N)
K464965,21.08.2015,Sau,Norsk kvit sau,,21.08.2015,21.08.2015,Ja,Hann,Voksen,1,Dødt,Ukjent,Usikker,Innmark,1-5034,7037991,631606,7039677,332422,7044231,1292238,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K470063,12.07.2016,Sau,,,09.07.2016,11.07.2016,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7051385,353744,7051385,353744,7055675,1313719,WGS84-UTM Sone 33,Meget god,Meråker (N),1-50,Trøndelag (N)
K505190,31.08.2019,Sau,Norsk kvit sau,,26.08.2019,29.08.2019,Ja,Hann,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7049908,646517,7050147,348384,7054505,1308340,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K505233,02.09.2019,Sau,Norsk kvit sau,,02.09.2019,02.09.2019,Nei,Hann,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7049600,646000,7049889,347840,7054253,1307793,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)
K506455,25.10.2019,Sau,Norsk kvit sau,,01.07.2019,31.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ukjent,Usikker,Utmark,1-5034,7050154,648512,7050205,350393,7054537,1310351,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N)